Organism	Kingdom	Group	SubGroup	Size(Mb)	GC%	Genes	Proteins
gamma proteobacterium SCGC AAA076-E13	Bacteria	Proteobacteria	Gammaproteobacteria	0.953811	36.7	0	0
gamma proteobacterium SCGC AAA076-F14	Bacteria	Proteobacteria	Gammaproteobacteria	1.76398	37.2	0	0
gamma proteobacterium SCGC AAA076-P09	Bacteria	Proteobacteria	Gammaproteobacteria	0.987278	34.0	0	0
gamma proteobacterium SCGC AAA076-P13	Bacteria	Proteobacteria	Gammaproteobacteria	1.31116	34.2	0	0
gamma proteobacterium SCGC AAA160-D02	Bacteria	Proteobacteria	Gammaproteobacteria	0.847628	43.1	0	0
gamma proteobacterium SCGC AAA168-I18	Bacteria	Proteobacteria	Gammaproteobacteria	0.957144	33.1	0	0
gamma proteobacterium SCGC AAA168-P09	Bacteria	Proteobacteria	Gammaproteobacteria	1.30925	33.0	0	0
gamma proteobacterium SCGC AAA300-D14	Bacteria	Proteobacteria	Gammaproteobacteria	1.45952	38.4	0	0
gamma proteobacterium SCGC AAA536-J20	Bacteria	Proteobacteria	Gammaproteobacteria	0.358127	33.1	0	0
gamma proteobacterium SCGC AAA536-N21	Bacteria	Proteobacteria	Gammaproteobacteria	0.43657	32.9	0	0
gamma proteobacterium SCGC AB-629-K02	Bacteria	Proteobacteria	Gammaproteobacteria	1.05449	46.9	0	0
gamma proteobacterium SCGC AB-629-P17	Bacteria	Proteobacteria	Gammaproteobacteria	1.42409	38.9	0	0
gamma proteobacterium WG36	Bacteria	Proteobacteria	Gammaproteobacteria	5.16204	52.8	4794	4479
haloalkaliphilic bacterium ACht6-1	Bacteria	unclassified Bacteria	unclassified Bacteria (miscellaneous)	4.43477	42.9	3749	3601
marine actinobacterium MedAcidi-G1	Bacteria	Terrabacteria group	Actinobacteria	1.6828	42.4	1719	1361
marine actinobacterium MedAcidi-G2A	Bacteria	Terrabacteria group	Actinobacteria	1.37439	43.1	1410	1146
marine actinobacterium MedAcidi-G2B	Bacteria	Terrabacteria group	Actinobacteria	1.44118	44.8	1447	1149
marine actinobacterium MedAcidi-G3	Bacteria	Terrabacteria group	Actinobacteria	2.10999	51.4	2090	1678
marine actinobacterium PHSC20C1	Bacteria	Terrabacteria group	Actinobacteria	2.77219	59.1	2667	2600
marine gamma proteobacterium ASP10-03a	Bacteria	Proteobacteria	Gammaproteobacteria	3.21655	45.6	0	0
marine gamma proteobacterium HTCC2080	Bacteria	Proteobacteria	Gammaproteobacteria	3.57608	51.8	3147	3056
marine gamma proteobacterium HTCC2143	Bacteria	Proteobacteria	Gammaproteobacteria	3.92563	47.2	3540	3438
marine gamma proteobacterium HTCC2148	Bacteria	Proteobacteria	Gammaproteobacteria	4.32694	52.9	3832	3706
nitrifying bacterium enrichment culture	Bacteria	environmental samples	nitrifying bacterium enrichment culture	12.846	65.6	0	0
secondary endosymbiont of Ctenarytaina eucalypti	Bacteria	Proteobacteria	Gammaproteobacteria	1.44114	43.3	827	765
secondary endosymbiont of Heteropsylla cubana	Bacteria	Proteobacteria	Gammaproteobacteria	1.1216	28.9	595	530
unclassified Clostridiales (miscellaneous)	Bacteria	Terrabacteria group	Firmicutes	6.91235	0	0	0
unclassified Holosporaceae	Bacteria	Proteobacteria	Alphaproteobacteria	1.61528	0	0	0
uncultured Chromatiaceae bacterium ML_Gamma	Bacteria	Proteobacteria	Gammaproteobacteria	5.44283	65.9	0	0
uncultured Clostridia bacterium	Bacteria	Terrabacteria group	Firmicutes	2.18851	0	0	0
uncultured SUP05 cluster bacterium	Bacteria	Proteobacteria	Gammaproteobacteria	1.17322	39.3	1347	1291
uncultured Termite group 1 bacterium	Bacteria	Elusimicrobia	environmental samples	1.14857	0	0	0
uncultured bacterium	Bacteria	environmental samples	uncultured bacterium	1.27903	59.7	0	1290
unidentified eubacterium SCB49	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.21402	34.0	2985	2948
zeta proteobacterium SCGC AB-133-C04	Bacteria	Proteobacteria	Zetaproteobacteria	1.32377	43.7	0	0
zeta proteobacterium SCGC AB-133-G06	Bacteria	Proteobacteria	Zetaproteobacteria	1.09132	46.9	0	0
zeta proteobacterium SCGC AB-137-C09	Bacteria	Proteobacteria	Zetaproteobacteria	2.44643	47.7	0	0
zeta proteobacterium SCGC AB-137-I08	Bacteria	Proteobacteria	Zetaproteobacteria	2.04898	43.3	0	0
zeta proteobacterium SCGC AB-137-J06	Bacteria	Proteobacteria	Zetaproteobacteria	0.889605	46.7	0	0
zeta proteobacterium SCGC AB-602-C20	Bacteria	Proteobacteria	Zetaproteobacteria	0.990274	46.2	0	0
zeta proteobacterium SCGC AB-602-E04	Bacteria	Proteobacteria	Zetaproteobacteria	0.45271	46.2	0	0
zeta proteobacterium SCGC AB-604-B04	Bacteria	Proteobacteria	Zetaproteobacteria	0.947176	50.3	0	0
zeta proteobacterium SCGC AB-604-O16	Bacteria	Proteobacteria	Zetaproteobacteria	0.979689	50.5	0	0
Acanthamoeba astronyxis	Eukaryota	Protists	Other Protists	83.4325	0	0	0
Acanthamoeba castellanii	Eukaryota	Protists	Other Protists	42.0198	58.3	0	0
Acanthamoeba culbertsoni	Eukaryota	Protists	Other Protists	55.5438	0	0	0
Acanthamoeba divionensis	Eukaryota	Protists	Other Protists	84.7694	0	0	0
Acanthamoeba healyi	Eukaryota	Protists	Other Protists	75.3182	0	0	0
Acanthamoeba lenticulata	Eukaryota	Protists	Other Protists	66.0257	0	0	0
Acanthamoeba lugdunensis	Eukaryota	Protists	Other Protists	99.4171	0	0	0
Acanthamoeba mauritaniensis	Eukaryota	Protists	Other Protists	106.836	0	0	0
Acanthamoeba palestinensis	Eukaryota	Protists	Other Protists	103.483	0	0	0
Acanthamoeba pearcei	Eukaryota	Protists	Other Protists	115.614	0	0	0
Acanthamoeba polyphaga	Eukaryota	Protists	Other Protists	120.415	0	0	0
Acanthamoeba quina	Eukaryota	Protists	Other Protists	83.589	0	0	0
Acanthamoeba rhysodes	Eukaryota	Protists	Other Protists	75.8213	0	0	0
Acanthamoeba royreba	Eukaryota	Protists	Other Protists	79.5441	0	0	0
Acanthaster planci	Eukaryota	Animals	Other Animals	2.58492	41.5	0	0
Acanthisitta chloris	Eukaryota	Animals	Birds	1035.88	41.6	15175	16077
Achipteria coleoptrata	Eukaryota	Animals	Other Animals	88.4439	0	0	0
Aciculosporium take	Eukaryota	Fungi	Ascomycetes	58.8364	0	0	0
Acidomyces richmondensis	Eukaryota	Fungi	Ascomycetes	26.82	0	10338	10338
Acinonyx jubatus	Eukaryota	Animals	Mammals	2372.55	41.4	25029	27284
Acremonium chrysogenum	Eukaryota	Fungi	Ascomycetes	28.5905	0	0	0
Acromyrmex echinatior	Eukaryota	Animals	Insects	295.945	34.0	12325	20241
Acropora digitifera	Eukaryota	Animals	Other Animals	447.479	40.4999	32351	33878
Actinidia chinensis	Eukaryota	Plants	Land Plants	604.217	0	0	0
Acyrthosiphon pisum	Eukaryota	Animals	Insects	541.692	31.1995	18736	23103
Acytostelium subglobosum	Eukaryota	Protists	Other Protists	31.003	0	0	0
Adineta vaga	Eukaryota	Animals	Other Animals	217.934	31.2	0	0
Aedes aegypti	Eukaryota	Animals	Insects	1383.96	38.8	17223	17387
Aedes albopictus	Eukaryota	Animals	Insects	1923.48	0	0	0
Aegilops tauschii	Eukaryota	Plants	Land Plants	3313.65	46.3	40484	33849
Aethionema arabicum	Eukaryota	Plants	Land Plants	192.488	36.2	0	0
Agaricus bisporus	Eukaryota	Fungi	Basidiomycetes	30.2337	0	0	0
Agrilus planipennis	Eukaryota	Animals	Insects	353.547	38.6	0	0
Ailuropoda melanoleuca	Eukaryota	Animals	Mammals	2299.51	41.7	27613	32507
Alatina moseri	Eukaryota	Animals	Other Animals	1544.15	0	0	0
Albugo candida	Eukaryota	Protists	Other Protists	32.9217	43.2	13490	13310
Alligator mississippiensis	Eukaryota	Animals	Other Animals	2156.44	44.4	21367	30381
Alligator sinensis	Eukaryota	Animals	Other Animals	2270.57	44.6	22098	28309
Allomyces macrogynus	Eukaryota	Fungi	Other Fungi	57.0606	0	0	0
Alternaria alternata	Eukaryota	Fungi	Ascomycetes	33.4996	51.0	0	0
Alternaria arborescens	Eukaryota	Fungi	Ascomycetes	33.8894	0	0	0
Alternaria brassicicola	Eukaryota	Fungi	Ascomycetes	29.5365	0	0	0
Amanita jacksonii	Eukaryota	Fungi	Basidiomycetes	30.8564	0	0	0
Amanita muscaria	Eukaryota	Fungi	Basidiomycetes	40.6998	0	0	0
Amaranthus hypochondriacus	Eukaryota	Plants	Land Plants	502.148	42.2	0	0
Amaranthus tuberculatus	Eukaryota	Plants	Land Plants	4.34798	0	0	0
Amauroascus mutatus	Eukaryota	Fungi	Ascomycetes	30.376	48.9	0	0
Amauroascus niger	Eukaryota	Fungi	Ascomycetes	36.7183	49.7	0	0
Amazona aestiva	Eukaryota	Animals	Birds	1129.54	42.2	16307	16144
Amazona vittata	Eukaryota	Animals	Birds	1175.4	41.7	0	0
Amborella trichopoda	Eukaryota	Plants	Land Plants	706.495	38.1	18225	20379
Ambystoma mexicanum	Eukaryota	Animals	Amphibians	353.835	0	0	0
Amorphotheca resinae	Eukaryota	Fungi	Ascomycetes	54.4745	48.9	0	0
Amphilophus citrinellus	Eukaryota	Animals	Fishes	844.903	0	0	0
Amphimedon queenslandica	Eukaryota	Animals	Other Animals	166.7	37.5008	14011	13713
Amyelois transitella	Eukaryota	Animals	Insects	406.468	37.6	15065	18472
Anas platyrhynchos	Eukaryota	Animals	Birds	1105.05	41.2001	21341	30703
Ancylostoma ceylanicum	Eukaryota	Animals	Roundworms	313.093	44.0	36687	65583
Ancylostoma duodenale	Eukaryota	Animals	Roundworms	332.876	42.7	27673	27483
Angiostrongylus cantonensis	Eukaryota	Animals	Roundworms	6.2549	41.7	0	0
Angiostrongylus costaricensis	Eukaryota	Animals	Roundworms	0	41.3	0	0
Angomonas deanei	Eukaryota	Protists	Kinetoplasts	34.1038	50.4	16923	16888
Angomonas desouzai	Eukaryota	Protists	Kinetoplasts	24.2509	0	0	0
Anguilla anguilla	Eukaryota	Animals	Fishes	1018.7	0	0	0
Anguilla japonica	Eukaryota	Animals	Fishes	1151.14	43.6	0	0
Anisakis simplex	Eukaryota	Animals	Roundworms	0	37.1	0	0
Anncaliia algerae	Eukaryota	Fungi	Other Fungi	12.1634	0	0	0
Anolis carolinensis	Eukaryota	Animals	Reptiles	1799.14	40.8238	21624	32243
Anopheles albimanus	Eukaryota	Animals	Insects	170.508	49.2	0	0
Anopheles arabiensis	Eukaryota	Animals	Insects	246.568	45.3	0	0
Anopheles atroparvus	Eukaryota	Animals	Insects	224.29	46.8	0	0
Anopheles christyi	Eukaryota	Animals	Insects	172.659	42.8	0	0
Anopheles culicifacies	Eukaryota	Animals	Insects	202.999	43.1	0	0
Anopheles darlingi	Eukaryota	Animals	Insects	136.936	48.3	10672	10444
Anopheles dirus	Eukaryota	Animals	Insects	216.308	46.4	0	0
Anopheles epiroticus	Eukaryota	Animals	Insects	223.487	44.4	0	0
Anopheles farauti	Eukaryota	Animals	Insects	183.103	44.9	0	0
Anopheles farauti No. 4	Eukaryota	Animals	Insects	146.379	0	0	0
Anopheles funestus	Eukaryota	Animals	Insects	225.224	42.8	0	0
Anopheles gambiae	Eukaryota	Animals	Insects	265.027	22.4	0	0
Anopheles koliensis	Eukaryota	Animals	Insects	151.11	0	0	0
Anopheles maculatus	Eukaryota	Animals	Insects	141.894	44.5	0	0
Anopheles melas	Eukaryota	Animals	Insects	224.162	45.2	0	0
Anopheles merus	Eukaryota	Animals	Insects	288.049	45.8	0	0
Anopheles minimus	Eukaryota	Animals	Insects	201.793	43.2	0	0
Anopheles nili	Eukaryota	Animals	Insects	98.32	0	0	0
Anopheles punctulatus	Eukaryota	Animals	Insects	146.157	0	0	0
Anopheles quadriannulatus	Eukaryota	Animals	Insects	283.829	45.9	0	0
Anopheles sinensis	Eukaryota	Animals	Insects	220.778	46.7	19352	19352
Anopheles stephensi	Eukaryota	Animals	Insects	221.324	45.5	0	0
Anoplophora glabripennis	Eukaryota	Animals	Insects	707.712	35.1	0	0
Anoplopoma fimbria	Eukaryota	Animals	Fishes	699.326	0	0	0
Anser cygnoides	Eukaryota	Animals	Birds	1119.15	0	0	0
Anthracocystis flocculosa	Eukaryota	Fungi	Basidiomycetes	23.3054	0	0	0
Aotus nancymaae	Eukaryota	Animals	Mammals	2926.58	41.7	30017	43831
Apaloderma vittatum	Eukaryota	Animals	Birds	1070.84	41.4	14490	15288
Apalone spinifera	Eukaryota	Animals	Reptiles	1931.08	42.8	0	0
Aphanomyces astaci	Eukaryota	Protists	Other Protists	75.8444	49.6	19570	26259
Aphanomyces invadans	Eukaryota	Protists	Other Protists	71.4025	52.1	15408	20816
Apis cerana	Eukaryota	Animals	Insects	228.316	34.8	0	0
Apis dorsata	Eukaryota	Animals	Insects	230.34	32.5	11550	18144
Apis florea	Eukaryota	Animals	Insects	230.468	34.9	12145	17663
Apis mellifera	Eukaryota	Animals	Insects	250.287	34.1338	13401	21777
Aplysia californica	Eukaryota	Animals	Other Animals	927.31	41.9999	21325	27608
Apodemus sylvaticus	Eukaryota	Animals	Mammals	3758.14	0	0	0
Apophysomyces elegans	Eukaryota	Fungi	Other Fungi	38.4676	0	0	0
Apophysomyces trapeziformis	Eukaryota	Fungi	Other Fungi	35.8408	0	0	0
Aptenodytes forsteri	Eukaryota	Animals	Birds	1254.35	42.0	15552	18740
Aquila chrysaetos	Eukaryota	Animals	Birds	1192.74	0	0	0
Aquilaria agallochum	Eukaryota	Plants	Land Plants	726.71	37.5	0	0
Ara macao	Eukaryota	Animals	Birds	1204.7	42.5001	0	0
Arabidopsis halleri	Eukaryota	Plants	Land Plants	221.14	0	0	0
Arabidopsis lyrata	Eukaryota	Plants	Land Plants	206.668	0	0	0
Arabidopsis thaliana	Eukaryota	Plants	Land Plants	119.668	36.7	33583	35378
Arabis alpina	Eukaryota	Plants	Land Plants	308.033	37.9325	30216	23286
Arabis montbretiana	Eukaryota	Plants	Land Plants	199.12	0	0	0
Arabis nordmanniana	Eukaryota	Plants	Land Plants	342.307	0	0	0
Arachis duranensis	Eukaryota	Plants	Land Plants	1068.35	37.4747	0	0
Arachis ipaensis	Eukaryota	Plants	Land Plants	1349.06	37.7326	0	0
Arthrobotrys oligospora	Eukaryota	Fungi	Ascomycetes	40.0728	0	0	0
Arthroderma benhamiae	Eukaryota	Fungi	Ascomycetes	22.2242	0	0	0
Arthroderma otae	Eukaryota	Fungi	Ascomycetes	23.2631	0	0	0
Ascaris lumbricoides	Eukaryota	Animals	Roundworms	0	37.8	0	0
Ascaris suum	Eukaryota	Animals	Roundworms	269.56	38.2	14815	9213
Ascocoryne sarcoides	Eukaryota	Fungi	Ascomycetes	34.2474	0	0	0
Ascogregarina taiwanensis	Eukaryota	Protists	Apicomplexans	6.14941	49.7	0	0
Ascosphaera apis	Eukaryota	Fungi	Ascomycetes	21.5221	0	0	0
Aspergillus calidoustus	Eukaryota	Fungi	Ascomycetes	41.1027	51.1	15139	15384
Aspergillus clavatus	Eukaryota	Fungi	Ascomycetes	27.8594	0	0	0
Aspergillus flavus	Eukaryota	Fungi	Ascomycetes	36.8923	0	0	0
Aspergillus fumigatus	Eukaryota	Fungi	Ascomycetes	29.385	0	0	0
Aspergillus kawachii	Eukaryota	Fungi	Ascomycetes	37.1132	0	0	0
Aspergillus lentulus	Eukaryota	Fungi	Ascomycetes	30.9561	49.5	9966	9680
Aspergillus nidulans	Eukaryota	Fungi	Ascomycetes	30.2427	0	0	0
Aspergillus niger	Eukaryota	Fungi	Ascomycetes	34.0067	49.4	10373	10373
Aspergillus nomius	Eukaryota	Fungi	Ascomycetes	36.1388	49.2	0	0
Aspergillus ochraceoroseus	Eukaryota	Fungi	Ascomycetes	24.2737	48.2	7829	7829
Aspergillus oryzae	Eukaryota	Fungi	Ascomycetes	37.0643	0	0	0
Aspergillus parasiticus	Eukaryota	Fungi	Ascomycetes	39.466	0	0	0
Aspergillus rambellii	Eukaryota	Fungi	Ascomycetes	26.4356	45.8	7761	7761
Aspergillus ruber	Eukaryota	Fungi	Ascomycetes	26.2093	0	0	0
Aspergillus sclerotiorum	Eukaryota	Fungi	Ascomycetes	32.8415	0	0	0
Aspergillus sojae	Eukaryota	Fungi	Ascomycetes	39.771	0	0	0
Aspergillus sp. Z5	Eukaryota	Fungi	Ascomycetes	33.8104	50.5	0	0
Aspergillus terreus	Eukaryota	Fungi	Ascomycetes	29.364	0	0	0
Aspergillus ustus	Eukaryota	Fungi	Ascomycetes	38.3513	51.0	706	706
Aspergillus westerdijkiae	Eukaryota	Fungi	Ascomycetes	36.0726	50.2	0	0
Astrammina rara	Eukaryota	Protists	Other Protists	1.45009	42.0	0	0
Astyanax mexicanus	Eukaryota	Animals	Fishes	1191.24	40.0	25132	33353
Athalia rosae	Eukaryota	Animals	Insects	163.838	41.5	11453	19484
Athelia rolfsii	Eukaryota	Fungi	Basidiomycetes	59.7237	0	0	0
Atkinsonella hypoxylon	Eukaryota	Fungi	Ascomycetes	35.5932	44.3	0	0
Atkinsonella texensis	Eukaryota	Fungi	Ascomycetes	29.3746	49.7	0	0
Atta cephalotes	Eukaryota	Animals	Insects	317.672	34.3992	11095	10657
Aurantiochytrium	Eukaryota	Protists	Other Protists	43.4294	0	0	0
Aureobasidium melanogenum	Eukaryota	Fungi	Ascomycetes	26.2033	0	0	0
Aureobasidium namibiae	Eukaryota	Fungi	Ascomycetes	25.4286	0	0	0
Aureobasidium pullulans	Eukaryota	Fungi	Ascomycetes	29.6211	0	0	0
Aureobasidium subglaciale	Eukaryota	Fungi	Ascomycetes	25.7967	0	0	0
Aureococcus anophagefferens	Eukaryota	Protists	Other Protists	56.6606	67.4	11522	11520
Auricularia subglabra	Eukaryota	Fungi	Basidiomycetes	74.9202	0	0	0
Austrofundulus limnaeus	Eukaryota	Animals	Fishes	866.963	43.1	21	0
Auxenochlorella protothecoides	Eukaryota	Plants	Green Algae	22.9246	62.8	7016	7014
Azadirachta indica	Eukaryota	Plants	Land Plants	261.458	43.2	0	0
Babesia bigemina	Eukaryota	Protists	Apicomplexans	13.8409	50.6137	5075	5079
Babesia bovis	Eukaryota	Protists	Apicomplexans	8.17971	41.6127	3781	3706
Babesia divergens	Eukaryota	Protists	Apicomplexans	10.7976	45.3	0	0
Babesia microti	Eukaryota	Protists	Apicomplexans	6.39244	0	0	0
Bactrocera cucurbitae	Eukaryota	Animals	Insects	374.82	37.2996	13662	20754
Bactrocera dorsalis	Eukaryota	Animals	Insects	414.985	39.8995	12757	17745
Bactrocera oleae	Eukaryota	Animals	Insects	471.78	36.0997	14032	18715
Bactrocera tryoni	Eukaryota	Animals	Insects	519.006	0	0	0
Baeospora myosura	Eukaryota	Fungi	Basidiomycetes	61.019	0	0	0
Balaenoptera acutorostrata	Eukaryota	Animals	Mammals	2431.69	0	0	0
Balaenoptera bonaerensis	Eukaryota	Animals	Mammals	2234.64	40.7	0	0
Balamuthia mandrillaris	Eukaryota	Protists	Other Protists	67.6565	46.7932	0	0
Balansia obtecta	Eukaryota	Fungi	Ascomycetes	30.1535	0	0	0
Balearica regulorum	Eukaryota	Animals	Birds	1127.62	0	0	0
Basidioascus undulatus	Eukaryota	Fungi	Basidiomycetes	32.1281	58.0	0	0
Basidiobolus meristosporus	Eukaryota	Fungi	Other Fungi	103.859	0	0	0
Batrachochytrium dendrobatidis	Eukaryota	Fungi	Other Fungi	24.3151	0	0	0
Baudoinia panamericana	Eukaryota	Fungi	Ascomycetes	21.8756	0	0	0
Beauveria bassiana	Eukaryota	Fungi	Ascomycetes	33.6978	0	0	0
Beauveria rudraprayagi	Eukaryota	Fungi	Ascomycetes	36.5895	0	0	0
Belgica antarctica	Eukaryota	Animals	Insects	89.5837	38.8	0	0
Beta vulgaris	Eukaryota	Plants	Land Plants	568.609	0	0	0
Betula nana	Eukaryota	Plants	Land Plants	564.011	0	0	0
Biatriospora mackinnonii	Eukaryota	Fungi	Ascomycetes	51.7106	47.9	0	0
Bigelowiella natans	Eukaryota	Other	Other	91.4059	0	0	0
Biomphalaria glabrata	Eukaryota	Animals	Other Animals	916.388	36.1998	28564	36675
Bipolaris maydis	Eukaryota	Fungi	Ascomycetes	32.9292	0	0	0
Bipolaris oryzae	Eukaryota	Fungi	Ascomycetes	31.3621	0	0	0
Bipolaris sorokiniana	Eukaryota	Fungi	Ascomycetes	34.4092	0	0	0
Bipolaris victoriae	Eukaryota	Fungi	Ascomycetes	32.8296	0	0	0
Bipolaris zeicola	Eukaryota	Fungi	Ascomycetes	31.2679	0	0	0
Bison bison	Eukaryota	Animals	Mammals	2828.03	0	0	0
Blastocystis	Eukaryota	Protists	Other Protists	11.7149	0	0	0
Blastocystis hominis	Eukaryota	Protists	Other Protists	18.8172	45.3	6020	6020
Blastomyces dermatitidis	Eukaryota	Fungi	Ascomycetes	66.6087	0	0	0
Blastomyces gilchristii	Eukaryota	Fungi	Ascomycetes	75.4047	0	0	0
Blattella germanica	Eukaryota	Animals	Insects	2037.2	36.7	0	0
Blumeria graminis	Eukaryota	Fungi	Ascomycetes	118.726	0	0	0
Bodo saltans	Eukaryota	Protists	Kinetoplasts	39.8644	51.6	31525	18190
Boleophthalmus pectinirostris	Eukaryota	Animals	Fishes	955.735	40.1	0	0
Bombus impatiens	Eukaryota	Animals	Insects	249.185	37.9	11740	20895
Bombus terrestris	Eukaryota	Animals	Insects	248.654	38.0986	11188	20321
Bombyx mori	Eukaryota	Animals	Insects	481.819	44.9	15279	19618
Bos indicus	Eukaryota	Animals	Mammals	2673.95	42.3028	0	0
Bos mutus	Eukaryota	Animals	Mammals	2645.16	42.0	25577	28881
Bos taurus	Eukaryota	Animals	Mammals	2670.14	41.8867	32776	49107
Botryllus schlosseri	Eukaryota	Animals	Other Animals	579.633	40.6	0	0
Botryobasidium botryosum	Eukaryota	Fungi	Basidiomycetes	46.6743	0	0	0
Botrytis cinerea	Eukaryota	Fungi	Ascomycetes	42.7438	0	0	0
Botrytis paeoniae	Eukaryota	Fungi	Ascomycetes	44.2422	0	0	0
Brachypodium distachyon	Eukaryota	Plants	Land Plants	272.133	46.4377	57968	67788
Branchiostoma floridae	Eukaryota	Animals	Other Animals	521.895	41.8	28627	28623
Brassica napus	Eukaryota	Plants	Land Plants	930.508	37.8	207153	208806
Brassica oleracea	Eukaryota	Plants	Land Plants	488.954	0	0	0
